Ca,Na,Si,K,Mg,F-,Cl-,Br-,SO-,Li,Be,B,Al,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Rb,Sr,Y,Mo,Cd,Sb,Cs,Ba,Pb,pH
7368.269348,28451.39465,92.62404442,4280.173016,111.1683458,16.14,61659.14,178.18,143.82,192.2108463,0.038538179,45.92319291,0.205046311,0.001272924,0.003209728,30.73785949,32.50039819,0.004905456,0.006839092,0.02150252,9.362078899,0.001112551,13.81134788,29.1977606,457.2158555,0.003094507,0.004207538,0.034358923,0.18309074,16.82610213,34.04428121,0.809002442,5.13
7251.569939,28108.91647,92.30107069,4254.525661,111.2450212,15.98,63127.29,173.36,139.01,196.7076553,0.036687127,44.22521595,0.169447917,0.001300817,0.00342069,31.182128,32.93944982,0.004925973,0.005799764,0.004973741,9.196173125,0.000853562,13.88314088,29.42726663,461.6384002,0.003469466,0.004248099,0.034402247,0.187429254,18.3502844,35.50525876,0.799208302,5.19
7044.854736,27249.25919,88.28780651,4109.248066,106.8875313,16.08,61906.94,174.49,137.07,193.0740278,0.03862765,46.2824479,0.182231089,0.001200088,0.00277929,30.57564537,32.42905537,0.005045754,0.007306015,0.008989593,8.909838603,0.001008829,13.65828532,29.02946814,452.6587457,0.003151577,0.004252225,0.033565768,0.186817211,16.9021859,34.10981534,0.783037392,5.26
7223.169136,28174.95117,89.40234482,4227.24123,109.0544254,16.3,63463.23,183.04,146.04,203.7684518,0.037374753,44.50770288,0.205967913,0.001120221,0.00300223,30.55792597,32.3534336,0.004859628,0.006148333,0.006352671,9.210797068,0.001297783,13.90560978,29.51025108,464.4776996,0.003083281,0.00426819,0.035117209,0.191228225,17.73486516,35.74498181,0.827960618,5.77
6910.25219,26401.79443,87.43415773,4017.531109,105.0824404,16.47,61935.36,174.83,141.81,192.8534327,0.029859017,43.984331,0.17941522,0.001324977,0.003339822,30.58655012,29.06656101,0.004844942,0.005959824,0.00655773,8.887544892,0.001058516,13.17282425,28.90205329,448.128889,0.003287758,0.004291057,0.034499105,0.173425802,17.99262744,34.77740668,0.669611114,6.24
6954.368019,26832.43332,81.52855933,4103.157806,107.2247744,16.26,61076.53,177.29,140.88,189.2941257,0.007887038,44.35701505,0.163439804,0.001310046,0.003197431,30.6882439,10.34781674,0.004819453,0.006089344,0.003312072,8.739384075,0.00103129,11.18728878,28.67248452,442.7395256,0.003231296,0.004244826,0.033980189,0.170505556,17.54920565,34.19358036,0.196307529,6.53
1786.436272,38349.69788,41.50297642,4380.931473,0.160446763,0,65293.79,183.23,134.7,201.7018742,0.0001,38.21768012,0.010149828,0.001186176,0.000666218,0.005475869,0.001,0.000143064,0.00025,0.00025,2.622303274,5.00E-06,0.270632326,28.73741566,399.9609313,0.002484893,0.004684796,0.000557496,0.038238497,17.68463316,33.18335305,0.072414072,11.27
7912.217712,29584.81445,78.29196453,4298.273087,112.1909618,7.81,63742.54,178.86,150.31,206.3774491,0.027372936,46.9870929,0.025568103,0.001174687,0.000985245,30.48745898,15.10582217,0.0048988,0.008922821,0.011221731,8.504622241,0.00075936,10.28993127,28.97972633,445.9822572,0.002837868,0.004450746,0.033288443,0.214939057,17.39485181,36.01244926,0.591540778,5.12
4779.323196,35394.61365,0.623903051,4452.912903,0.4245535,0,66522.72,186.69,127.77,210.8952001,0.0001,39.55248793,0.010883815,0.001035902,0.000748973,0.06917853,0.001,0.000342753,0.00025,0.008995319,0.990249308,5.00E-06,0.523980075,29.42476694,435.0526373,0.002683956,0.004140649,0.000745784,0.02432452,17.79703969,34.16792186,0.02256961,10.82
7636.858368,28653.84521,76.70189738,4163.370132,109.6062303,8.13,63440.06,189.5,162.89,196.2818334,0.021229411,45.75452841,0.012855778,0.001122468,0.000773978,30.58388444,5.867416122,0.004723968,0.010615856,0.013854737,8.144954714,0.000759091,8.276839619,28.62055275,442.6649399,0.002709743,0.004491202,0.03372589,0.200004406,17.54729475,36.26254247,0.20202677,5.05
3528.248596,33345.24231,20.49013376,4090.029144,0.435351301,0,61411.04,182.66,133.43,189.7661195,0.002255877,37.02931884,0.01725767,0.001097127,0.000659906,0.005975793,0.001,0.000195887,0.0003,0.00907132,0.281416079,5.00E-06,0.195397508,27.53224995,403.828072,0.002494661,0.004024675,0.000591715,0.027360484,16.8752801,32.61326174,0.005623529,10.78
8057.169342,30817.98096,80.61054349,4434.648132,115.8260345,7.95,66032.16,185.58,155.2,212.0596801,0.019104025,47.94596066,0.009807469,0.001219261,0.000707555,31.20638499,1.709979085,0.004938484,0.007739714,0.00025,8.080657832,0.001024046,7.461245348,29.23964396,458.6285692,0.002750849,0.004257597,0.033813035,0.21039622,17.73306916,36.5055864,0.067169476,5.07
7856.549072,29472.00623,78.33434939,4249.587631,112.3181939,7.55,63757.03,178.7,149.04,207.6738682,0.021412237,47.41307389,0.015394974,0.001198904,0.000786447,30.18002858,5.095778867,0.00475466,0.00635264,0.00025,8.704042868,0.000972017,7.751953244,28.66158344,444.6011729,0.002785527,0.004323579,0.033163438,0.190427354,17.24186434,35.72577412,0.185508102,5.1
7844.909668,29345.38879,79.32238579,4236.791611,112.0105267,7.87,63903.16,180.94,150.69,209.5130008,0.031838723,47.50225398,0.023312014,0.001079924,0.000974726,30.69917942,22.20197068,0.00499038,0.009972262,0.010290109,8.13882491,0.000999794,11.40645604,28.90190171,449.3641826,0.00282606,0.004250485,0.032699399,0.210693052,17.51981037,36.20859091,0.689252125,5.12
7131.040192,27171.97876,72.3002255,3885.715103,102.0320654,7.28,58454.86,163.71,136.37,187.4228537,0.029542482,42.64801133,0.023282168,0.000998589,0.000950759,27.29707938,21.0770434,0.0044956,0.009480738,0.011271765,7.648764509,0.0008706,10.5567332,26.16813414,407.7959961,0.002615679,0.003741991,0.030585343,0.190957882,15.78273941,32.76027987,0.647307882,5.21
7800.843811,28912.28638,78.77859473,4265.977859,110.8933091,7.63,63549.26,178.63,149.3,206.0761464,0.030601041,47.0295361,0.02311345,0.001226185,0.000928454,30.03292625,20.06545744,0.004901677,0.01007524,0.009596029,8.202548495,0.000920132,10.87636942,28.59850536,442.6955292,0.002797954,0.004217991,0.032971895,0.204838006,17.3432209,35.77839725,0.607214018,5.33
7980.091095,29996.99707,81.22608066,4326.050949,114.5442486,7.96,65992.18,187.46,155.84,216.6214946,0.033228195,49.13598365,0.023104522,0.001255051,0.001043096,31.72597847,23.49068596,0.005150051,0.010263639,0.010595152,8.319939854,0.00098061,11.87793772,29.93586292,464.839622,0.002929283,0.004313154,0.034890387,0.216769693,17.97543415,37.36755894,0.703752298,5.57
8051.14975,30128.61023,81.57148361,4383.508301,115.0433421,7.91,65294.84,183.95,153.33,208.5824204,0.032559857,47.44942496,0.021166484,0.001288931,0.000898625,30.78699026,23.99459474,0.005160765,0.009540298,0.010296739,8.11217776,0.001005817,11.770304,28.81696956,449.8992599,0.002833857,0.004306833,0.033688182,0.210590133,17.58295705,36.15817028,0.772419258,5.85
7964.453888,29955.91736,79.52024937,4319.978333,113.459909,8.3,64486.93,193.9,166.82,205.3289018,0.025197488,47.75586745,0.023234209,0.001055709,0.000700471,31.2244445,11.29565866,0.004825552,0.009347797,0.011279525,8.388825519,0.000921848,9.582561764,29.25778051,450.2377671,0.002737082,0.004296014,0.034397368,0.201962932,17.65538171,35.8008371,0.355148635,5.01
7954.589844,29710.8551,82.85725713,4289.62822,114.0181661,8.27,64287.92,192.03,165.32,206.7735452,0.028660759,47.86476113,0.015059689,0.001267913,0.000681578,31.61654896,8.080074296,0.004995607,0.007808667,0.010545694,8.647407299,0.000781758,8.078377022,29.71015981,463.3138948,0.00263421,0.004145923,0.033854707,0.199468519,17.81753972,35.2892054,0.110980763,5.2
8249.913788,30133.52966,79.44794297,4331.798935,114.89259,7.93,65741.67,185.21,154.57,210.366895,0.021999496,47.23297001,0.007611636,0.001137516,0.00081025,30.81046312,4.484347456,0.004881958,0.00025,0.00025,8.740340404,0.000729774,7.802686096,28.91787709,450.9604,0.002754484,0.004268317,0.033565546,0.209561876,17.52465496,36.25374795,0.129969402,5.06
7015.22522,30309.29871,1.828332059,4119.360352,0.550322281,0,63759.87,179.46,142.26,204.9103215,0.0001,39.40015204,0.00744641,0.00106734,0.000687318,0.00521646,0.001,0.000411855,0.00025,0.00025,0.895236237,5.00E-06,1.478885722,28.40020174,427.7841602,0.002619014,0.004106709,0.000700682,0.026445013,17.19639999,33.19949484,0.01722674,10.65
7449.090576,31675.37842,1.025293954,4339.837646,0.596206635,0,65306.11,185.53,145.55,206.7388635,0.0001,40.14787547,0.023399318,0.001142148,0.000978579,0.014151032,0.30048266,0.000440448,0.00025,0.00025,1.044676774,5.00E-06,1.290839221,28.55236102,432.2565533,0.002641133,0.004078399,0.000726065,0.024856255,17.39205261,33.72117587,0.035785043,10.7
7540.63797,31653.01819,2.027719282,4356.856918,0.445736386,0,65150.32,183.31,142.67,206.8232017,0.0001,40.46849338,0.006777255,0.001154173,0.000741156,0.014408425,0.001,0.000380968,0.00025,0.00025,2.369571046,5.00E-06,1.168818365,28.53198535,435.9927317,0.002652947,0.004032919,0.000720865,0.022819339,17.36372763,34.74986261,0.106288111,10.66
6911.920166,30102.24304,1.150330156,4188.647461,0.369402138,0,62875.19,178.37,138.51,197.4786794,0.0001,39.34368808,0.007037993,0.001038324,0.000697213,0.006115305,0.001,0.000372515,0.00025,0.00025,0.079423396,5.00E-06,1.122652302,27.3772818,418.4510077,0.002546774,0.003910027,0.000660002,0.020532859,16.87497766,33.54293803,0.002374834,10.64
7204.811859,30814.3158,1.229879912,4306.450272,0.5618989,0,64506,191.76,151.61,202.7742747,0.0001,40.18919607,0.013384724,0.001001779,0.000706919,0.01259691,0.087436539,0.00038738,0.00025,0.00025,0.306514046,5.00E-06,0.80621965,28.21393388,430.6963902,0.002639904,0.004083288,0.000723828,0.024939356,17.35320111,35.10245157,0.015644045,10.57
7739.452362,32268.49976,1.141884644,4438.928604,0.491834991,0,65829.75,196.93,153.52,207.8883003,0.0001,41.48086711,0.009017414,0.001146038,0.000737923,0.010155162,0.056235886,0.000436965,0.00025,0.00025,1.558260969,5.00E-06,0.569159975,28.79698642,443.7255086,0.002712682,0.004475162,0.000706002,0.024189489,17.65806048,35.99813693,0.126515798,10.83
6964.883423,30700.64087,0.392528996,4210.633469,0.48000305,0,62988.56,187.08,146.22,197.0132342,0.0001,39.447776,0.011276789,0.001207002,0.000734802,0.008669791,0.042857479,0.000378168,0.00025,0.00025,0.064714213,5.00E-06,0.233317324,27.57166642,421.2078319,0.002543465,0.003944599,0.000704699,0.025822025,16.74168317,34.15505366,0.003217042,10.47
7776.154327,32641.50391,0.533072511,4516.691208,0.417769048,0,67640.83,200.83,156.87,212.8529595,0.0001,42.95054652,0.009089111,0.0011087,0.000878352,0.007484655,0.036977469,0.000450414,0.00025,0.00025,1.438488526,5.00E-06,0.218000122,29.74148023,457.9545317,0.002770801,0.004394623,0.000774785,0.029939678,18.19028107,36.9519876,0.149361851,10.68
7305.890656,30218.35022,0.408859178,4212.778854,0.416185474,0,63962.17,190.96,148.91,201.7773776,0.0001,40.50464575,0.010850538,0.001123449,0.0008216,0.007321952,0.035710193,0.000380366,0.00025,0.00025,1.55682144,5.00E-06,0.090665196,27.8481069,429.9934875,0.002638794,0.004490683,0.00075026,0.042071402,17.14335298,35.06500972,0.142917456,10.66
7747.900024,28747.75295,168.1347542,4150.479138,111.3426354,6.74,70788.38,209.82,158.91,179.5724878,0.038180339,46.29228171,0.058927058,0.00161775,0.00106341,26.05397122,27.32934619,0.003861326,0.014104405,0.00025,11.56356106,0.001137743,12.23192347,24.92075542,406.9150164,0.002921415,0.0002,0.034248766,0.223596695,16.21310253,35.5050091,0.900820231,5.09
7649.486569,28333.68007,163.3793629,4090.135232,109.8796513,6.52,68177.62,204.54,151.62,179.6909641,0.035753185,46.48888371,0.041831041,0.001436953,0.000960868,25.95560825,27.01796186,0.004102483,0.013530209,0.00025,11.52884292,0.001398628,12.2363619,24.9626112,406.1778753,0.002937971,0.0002,0.033454522,0.229971698,16.17340081,34.47429087,0.909577904,5.17
8313.028313,30865.75223,177.2141182,4449.356335,119.7610269,6.6,65940.75,198.06,145.38,190.8545418,0.037106488,49.39652833,0.042077794,0.001528273,0.001137124,28.13940964,28.88299465,0.00449599,0.019359851,0.00025,12.06459397,0.001500232,13.01311182,26.5917787,434.1486285,0.003118674,0.0002,0.036484175,0.234746271,17.31126907,36.74720278,1.085368244,5.07
8258.478769,30717.57378,176.4226494,4420.31683,119.2307822,6.24,65847.08,197.72,145.35,185.9912062,0.03468552,48.54991267,0.040868387,0.001494738,0.001179859,27.87336602,28.22073105,0.004068678,0.050549693,0.00025,12.3898004,0.001329781,12.75541034,26.15944438,428.5141542,0.002940189,0.0002,0.035327012,0.28721939,17.13851949,36.4652642,0.8620758,5.33
8339.985805,31242.10632,176.5264397,4475.240238,120.2508288,6.54,65391.55,196.68,144.12,184.2996288,0.036270206,47.94161867,0.053985123,0.001398945,0.000906145,27.57959857,28.39844884,0.004309712,0.01449929,0.00025,11.08845002,0.001197369,12.65466715,26.4019777,429.168589,0.002990282,0.0002,0.036176839,0.249527198,17.25784991,36.71875453,1.035836732,5.14
8311.280084,31123.98344,178.1349732,4468.729492,120.0589263,6.46,65003.07,195.52,143.18,188.7653767,0.035350327,48.65380175,0.041620138,0.001320181,0.00096158,28.72238732,29.37179471,0.004262808,0.032558031,0.00025,11.90665704,0.001338969,13.14670128,27.1038525,442.2568763,0.00297818,0.0002,0.037026231,0.265470764,17.73814548,37.95212165,0.886885889,5.12
7797.525636,29073.11174,165.7798995,4177.137998,111.869123,6.49,68024.93,204.21,151.2,175.7311375,0.033384574,45.20603551,0.080414518,0.001291114,0.001305373,27.59978511,28.39932732,0.004293613,0.018163881,0.025797565,10.9961913,0.00136936,12.51516695,25.03922329,413.3453549,0.002838596,0.0002,0.034540307,0.228084919,16.75519606,35.49659109,0.968809853,5.078
8458.414499,31088.62476,180.4941733,4578.863791,119.1196121,6.63,66808.18,200.02,147.34,183.4697534,0.033635386,47.58872905,0.038564741,0.001340263,0.000954587,28.57150271,28.91930943,0.004190976,0.032578788,0.00025,12.36457929,0.001665417,12.74431331,26.44642772,430.9015242,0.002919944,0.0002,0.036413056,0.255071581,17.49180181,37.251824,1.013795917,5.109
7713.948077,27949.8294,157.1882439,4120.969761,112.2684741,6.58,70031.87,207.62,154.8,200.4589256,0.035258682,45.09049541,0.054603618,0.001162618,0.000995725,29.27907505,30.34660787,0.004781933,0.020423355,0.00025,11.49150746,0.000976855,13.31574052,28.12156018,438.4057856,0.002688581,0.0002,0.034133271,0.263976233,17.43438646,36.10226806,0.987905175,5.14
7626.027473,28051.19403,161.0135684,4084.659095,109.2487211,6.74,71973.61,212.34,158.83,172.8205246,0.031248738,44.33117598,0.039334222,0.001240424,0.000978249,27.00056994,27.42418692,0.004060761,0.027449386,0.00025,11.53697594,0.0013764,12.02292086,24.86510088,409.7601341,0.002689301,0.0002,0.033509085,0.249250464,16.57422683,35.41533435,0.848116405,5.065
8125.19214,30083.87002,172.7787353,4371.068796,116.8982833,6.68,66957.48,200.32,147.51,186.9046335,0.034424384,48.12146869,0.038368631,0.001535007,0.001098778,29.58401698,29.79069984,0.004319404,0.033242855,0.00025,11.67414081,0.001423841,12.89017495,26.88468793,442.6940917,0.002872824,0.0002,0.036946344,0.243175648,18.00208309,38.44746126,1.060189746,5.04
7881.378714,29104.36991,167.3029799,4229.068433,113.1588793,6.93,71331.3,210.88,157.79,181.5085152,0.03556547,46.8832448,0.041351659,0.00135548,0.001532194,29.05441248,31.29046013,0.004074763,0.016415572,0.00025,11.07884043,0.001309187,12.58641592,25.89167853,426.2351544,0.002774301,0.0002,0.035057042,0.220141992,17.39557712,37.48000705,0.979374005,5.054
8077.58361,29539.56221,170.3287737,4327.491597,115.3613977,6.32,65716.23,198.49,145.58,185.6857792,0.033077429,47.75191728,0.038348736,0.001324264,0.000920783,29.3263659,29.50692013,0.004347125,0.037840212,0.014996456,11.86875742,0.001286858,12.64741618,26.76610706,440.3222292,0.00279353,0.0002,0.035781759,0.276725635,18.1105579,38.64956423,1.213911794,5.152
7937.954353,29100.72743,166.8831831,4261.234678,113.3249853,6.88,69986.3,208.84,154.87,182.6031548,0.032565896,46.51250103,0.04232561,0.001195887,0.001210013,29.10304854,29.58487812,0.00453025,0.036414328,0.00025,11.75482439,0.001297384,12.43188385,26.17804805,433.1413096,0.002674856,0.0002,0.035237706,0.296879383,17.683934,37.88832476,1.871270678,5.049
7910.168194,29110.7931,167.2107413,4255.578598,113.2572092,6.78,68997.38,205.24,151.85,183.4085802,0.033319424,47.17617391,0.042388662,0.001218271,0.001066177,29.07692343,29.6314089,0.004060599,0.018877339,0.011581282,11.84494582,0.001425075,12.34523828,26.39461799,435.716378,0.00281748,0.0002,0.035094833,0.22087781,17.89292261,38.30439359,1.077307423,5.011
7669.66095,28278.7468,78.09903324,4151.770878,112.5408322,16.23,64093.59,176.59,140.29,207.9665436,0.038745969,46.17576677,0.04625695,0.001240696,0.001601722,32.34225809,35.51110718,0.005286258,0.008518885,0.029384856,11.90029716,0.001221905,14.43263948,30.77614882,483.6511387,0.003370377,0.005713617,0.037114008,0.211117319,18.59841629,37.89032624,0.973577271,5.18
7037.171173,32922.45712,1.464119693,4516.48407,0.921716332,12.53,65924.32,185.24,118.77,190.4285163,0.0001,36.70316443,0.0005,0.00124985,0.001641964,0.048184707,0.083901543,0.000492931,0.002624192,0.008014556,4.344458565,2.50E-06,1.129202344,28.1109384,426.6741404,0.00313903,0.003884239,0.000778062,0.004818912,17.46500308,32.33283253,0.025933977,10.2
7434.553528,30850.05798,66.48264527,4411.982059,107.1760207,13.9,61899.99,176.03,117.41,191.1437957,0.0001,43.58042754,0.0005,0.001357383,0.002378688,17.47984612,10.86577382,0.002764929,0.0080964,0.006311751,3.583418316,0.000629055,12.26185206,29.04487025,441.7259077,0.003356471,0.004266877,0.030025414,0.094389397,17.889629,33.6538482,0.04930386,6.94
7731.301689,28364.7377,78.1134814,4198.755169,113.5887265,16.29,65661.9,183.16,144.09,206.5014521,0.042802849,49.44400549,0.031510892,0.0015416,0.001432752,32.87147932,35.05057581,0.005059398,0.003449509,0.005505132,8.930432998,0.001026531,14.48263643,31.78415549,496.5525471,0.003401668,0.005111729,0.036886419,0.220955832,18.59076417,38.00158106,0.89300251,5.34
7347.47715,27994.6106,88.506791,4189.148998,109.066692,16.05,61273.69,172.67,135.58,206.0053328,0.037483149,46.19883918,0.161780568,0.001409822,0.00311602,31.39145594,33.4460799,0.005269276,0.007194775,0.010028364,10.89069174,0.0009718,14.15668029,30.26201482,467.82812,0.003226683,0.004422702,0.036497782,0.212521222,18.15354481,36.76110337,0.939299582,5.11
7840.619659,29346.16394,78.141433,4265.501022,112.4907613,9.31,63792.76,176.78,152.32,199.1570731,0.023832198,45.55500559,0.015021169,0.000996357,0.001302,30.08139298,9.40820729,0.004895862,0.013707875,0.00025,9.973888043,0.000750804,8.916394174,28.53730905,444.1352324,0.002753881,0.005365335,0.033506365,0.25900751,17.44818136,36.61191847,0.46595204,5.51
1421.536636,37924.67957,20.59196085,4381.972122,0.146798429,0,65529.29,195.72,146.98,207.9025234,0.002105572,40.66533963,0.01268373,0.001046144,0.001025022,0.001842412,0.001,9.70E-05,0.0003,0.013952911,0.269843793,5.00E-06,0.220580011,29.50679251,400.7987994,0.002424824,0.004280793,0.00079814,0.030456554,17.93645022,31.8958414,0.001273275,10.96
7489.652252,31426.36414,1.327298582,4303.3535,0.448236754,0,64555.01,181.84,142.02,204.432,0.0001,39.75973364,0.005572015,0.001146221,0.000629152,0.005057515,0.001,0.000421101,0.00025,0.00025,1.197542005,5.00E-06,1.173385342,28.27620558,429.0597287,0.002595894,0.004024433,0.000710072,0.020602798,17.15753871,33.52389148,0.044621889,10.68
8403.129478,31426.51849,179.9707162,4496.526328,121.1479282,7.12,70970.62,211.4,157.54,184.4811723,0.037671001,48.32567738,0.043475712,0.001359217,0.000890113,27.91670457,29.0376597,0.00433658,0.019902477,0.00025,11.1802704,0.001418005,12.85347907,26.17580779,424.6981363,0.003000399,0.0002,0.036069349,0.244773189,17.03665481,36.50851576,1.008258135,5.12
7826.846529,28444.4641,164.8821428,4197.831995,111.6037048,6.71,71135.65,203.57,159.5,178.9360115,0.032053539,46.04124247,0.043550719,0.001296106,0.001084817,28.35566051,28.87001424,0.00399572,0.038911151,0.010695336,11.96334017,0.001406006,12.27721143,25.8205845,424.7064565,0.002702312,0.0002,0.034238291,0.26817097,17.50051806,37.27010294,1.119964096,5.077
